date,crop_yield
2020-07-02,54.538874861599496
2020-07-03,52.974890027076974
2020-07-04,54.69777865813888
2020-07-05,54.06434247548916
2020-07-06,52.82047738235162
2020-07-07,51.1210450656912
2020-07-08,49.63371547941132
2020-07-09,51.61948832134015
2020-07-10,54.0748056194482
2020-07-11,52.640117358875244
2020-07-12,49.5708565853204
2020-07-13,52.259632953766605
2020-07-14,52.535425605059714
2020-07-15,49.849228425291614
2020-07-16,51.7772284070817
2020-07-17,51.43976250961193
2020-07-18,48.89175265234659
2020-07-19,51.74844652796166
2020-07-20,52.010498643378206
2020-07-21,52.91201766410525
2020-07-22,52.71148097736248
2020-07-23,47.707523956788144
2020-07-24,48.44727026813011
2020-07-25,51.21416776785265
2020-07-26,51.074012313668206
2020-07-27,50.94009197291656
2020-07-28,57.48027513780448
2020-07-29,50.78271408630175
2020-07-30,51.779536203622555
2020-07-31,51.285276455899506
2020-08-01,50.55036436815384
2020-08-02,48.488837600560785
2020-08-03,50.5106379593672
2020-08-04,47.321945185518345
2020-08-05,48.27047016241822
2020-08-06,47.65155022529855
2020-08-07,48.66589575584791
2020-08-08,53.013076501097785
2020-08-09,44.532623615183226
2020-08-10,49.524892234790684
2020-08-11,44.81402112525506
2020-08-12,46.98457269633028
2020-08-13,49.997262551799395
2020-08-14,47.84082594342077
2020-08-15,45.451698175271616
2020-08-16,46.07355648040829
2020-08-17,48.76242636110973
2020-08-18,45.843691195700856
2020-08-19,47.640697070677994
2020-08-20,47.204475404487546
2020-08-21,45.71791317688294
2020-08-22,51.219047764980246
2020-08-23,48.11133949384888
2020-08-24,42.70788618885863
2020-08-25,47.04810916632941
2020-08-26,45.271046556004066
2020-08-27,48.221324682353355
2020-08-28,44.855703728948235
2020-08-29,46.13803654353557
2020-08-30,47.30675286046265
2020-08-31,47.96008910784113
2020-09-01,43.76234399879523
2020-09-02,45.43087548858274
2020-09-03,45.089536151383165
2020-09-04,44.67494862750349
2020-09-05,49.45735045731536
2020-09-06,46.68391712097975
2020-09-07,43.302395830735975
2020-09-08,47.61281667217862
2020-09-09,49.97707308364547
2020-09-10,47.75611705814798
2020-09-11,42.61364863418777
2020-09-12,44.64791605414578
2020-09-13,48.11701233206879
2020-09-14,44.13748289888947
2020-09-15,46.41293337065096
2020-09-16,47.04989027661804
2020-09-17,43.624957090553224
2020-09-18,45.340843781552714
2020-09-19,38.96132840340696
2020-09-20,43.3819591975316
2020-09-21,44.915382197575376
2020-09-22,42.91765773374689
2020-09-23,48.67368196792873
2020-09-24,42.547148751404585
2020-09-25,44.52885791559906
2020-09-26,45.67489213703048
2020-09-27,48.303374969478305
2020-09-28,42.55947854179079
2020-09-29,47.77086469743634
2020-09-30,45.4812995354918
2020-10-01,43.517075300542196
2020-10-02,46.42652192872763
2020-10-03,45.92561927875011
2020-10-04,44.35521203412677
2020-10-05,45.72635443889849
2020-10-06,44.850182844804685
2020-10-07,45.88485562156298
2020-10-08,47.02203925486276
2020-10-09,48.91270868141717
2020-10-10,43.31087457840644
2020-10-11,50.10132858179161
2020-10-12,41.98275969823891
2020-10-13,45.63794639487226
2020-10-14,47.17562986124495
2020-10-15,46.62134451695499
2020-10-16,44.87720158381026
2020-10-17,45.772457660562445
2020-10-18,45.271649864763276
2020-10-19,45.15070532316005
2020-10-20,48.10324031977062
2020-10-21,47.19547039251114
2020-10-22,45.17580852124944
2020-10-23,48.443782915074536
2020-10-24,47.34488616458687
2020-10-25,48.44444435582459
2020-10-26,48.16911955582087
2020-10-27,45.345701281633424
2020-10-28,45.97982445501058
2020-10-29,48.69391211081288
2020-10-30,48.5218234794245
2020-10-31,47.36363326477573
2020-11-01,47.74701518385954
2020-11-02,50.17715887630157
2020-11-03,46.550673165983554
2020-11-04,48.94248849868199
2020-11-05,47.56084916210806
2020-11-06,47.649247003471956
2020-11-07,50.403942822227606
2020-11-08,49.981376130408286
2020-11-09,50.084060761293514
2020-11-10,51.196809345469276
2020-11-11,48.75894959847989
2020-11-12,50.21418506562438
2020-11-13,48.36529625717323
2020-11-14,49.77189232201776
2020-11-15,49.00314766844688
2020-11-16,49.59940865946896
2020-11-17,50.739786378637156
2020-11-18,48.05912244520359
2020-11-19,54.028428368948134
2020-11-20,47.98166962665077
2020-11-21,47.71729976552276
2020-11-22,52.61575426259146
2020-11-23,52.03855668677461
2020-11-24,51.86097276449667
2020-11-25,52.02868828399054
2020-11-26,50.90848889139499
2020-11-27,49.30113812535213
2020-11-28,51.411557401004465
2020-11-29,50.07152050332027
2020-11-30,53.543530028314464
2020-12-01,51.46812973539595
2020-12-02,50.281667205257094
2020-12-03,51.4617256076655
2020-12-04,53.10356949114714
2020-12-05,51.32479496888773
2020-12-06,50.98362318274396
2020-12-07,53.29249453092409
2020-12-08,53.47329907978138
2020-12-09,52.148868220351005
2020-12-10,52.40116216699964
2020-12-11,53.98887087877414
2020-12-12,50.8111347000817
2020-12-13,51.07586020468399
2020-12-14,52.63828722868903
2020-12-15,53.83352412123526
2020-12-16,55.068282180034124
2020-12-17,57.58398477383961
2020-12-18,56.53610411636237
2020-12-19,54.689077941386955
2020-12-20,55.15970048576219
2020-12-21,53.3820098289096
2020-12-22,55.53988552137241
2020-12-23,55.189895001027075
2020-12-24,56.60335667168265
2020-12-25,54.494521138421
2020-12-26,57.37904504110788
2020-12-27,59.59745355798195
2020-12-28,56.50628303085375
2020-12-29,57.71920732797042
2020-12-30,58.488154421863875
