date,rainfall_mm
2020-03-24,96.18584754865391
2020-03-25,95.75184779996741
2020-03-26,101.5565117508734
2020-03-27,79.8416256926644
2020-03-28,95.53124744811568
2020-03-29,77.50946722777769
2020-03-30,95.6493703542427
2020-03-31,92.58892303574872
2020-04-01,79.50672928700403
2020-04-02,115.20942080762983
2020-04-03,66.25731197505849
2020-04-04,89.71087387824342
2020-04-05,79.17310296975104
2020-04-06,119.29938660801092
2020-04-07,100.72018255833419
2020-04-08,81.95061834014072
2020-04-09,87.4288332199326
2020-04-10,119.46596421900156
2020-04-11,77.26379152260276
2020-04-12,64.89033949574092
2020-04-13,95.60965060277681
2020-04-14,95.82502753641204
2020-04-15,100.97524646601036
2020-04-16,100.92689773404184
2020-04-17,117.23940670357295
2020-04-18,64.73665032385131
2020-04-19,72.28519194553783
2020-04-20,100.06751320967967
2020-04-21,73.34606320990022
2020-04-22,67.8664342529268
2020-04-23,117.47662552579823
2020-04-24,64.95249691275943
2020-04-25,83.73426448571605
2020-04-26,87.85367343529757
2020-04-27,108.11128172243656
2020-04-28,60.1615257551593
2020-04-29,94.13442017777345
2020-04-30,74.24483228504026
2020-05-01,96.70242093725963
2020-05-02,73.36356923159357
2020-05-03,110.21748063277973
2020-05-04,72.77541201772871
2020-05-05,49.00732358839673
2020-05-06,73.74142920283685
2020-05-07,81.28202039930322
2020-05-08,101.05450595027241
2020-05-09,65.55109209283083
2020-05-10,65.44630229643744
2020-05-11,98.0240302103164
2020-05-12,62.56716774218863
2020-05-13,80.08192148040497
2020-05-14,79.94911268190867
2020-05-15,85.14599520860394
2020-05-16,70.17935339129947
2020-05-17,67.05842860416867
2020-05-18,85.51466570176349
2020-05-19,66.57099858153386
2020-05-20,59.12301671675372
2020-05-21,97.44325410613868
2020-05-22,85.84361925015028
2020-05-23,104.52304852031348
2020-05-24,89.2508987667873
2020-05-25,57.94280775452443
2020-05-26,77.87694869259887
2020-05-27,60.656466895399284
2020-05-28,50.569426545632794
2020-05-29,68.08162664557629
2020-05-30,88.95219505596415
2020-05-31,77.78618630244671
2020-06-01,52.22626056894947
2020-06-02,65.27578465615656
2020-06-03,69.78338152682485
2020-06-04,45.99958093077567
2020-06-05,81.43833685274899
2020-06-06,66.7089882049009
2020-06-07,48.67531543864399
2020-06-08,47.21600716014265
2020-06-09,84.81827778198277
2020-06-10,61.97635374700491
2020-06-11,84.91977294117551
2020-06-12,90.01867148752194
2020-06-13,81.14100573027194
2020-06-14,57.167036571677265
2020-06-15,27.061520214459435
2020-06-16,68.5815642771427
2020-06-17,94.61453276591564
2020-06-18,62.061375636617115
2020-06-19,32.09360383560464
2020-06-20,51.1637381452913
2020-06-21,57.87466430752042
2020-06-22,43.50245200624373
2020-06-23,20.852658357096672
2020-06-24,57.18216554487638
2020-06-25,46.21321658950341
2020-06-26,83.9118449061867
2020-06-27,58.17096148908046
2020-06-28,63.032214548107596
2020-06-29,53.534597167740344
2020-06-30,56.05873715669311
2020-07-01,29.1997905501154
2020-07-02,37.713225546133145
2020-07-03,68.97648291070499
2020-07-04,55.12104022577174
2020-07-05,45.33386513713058
2020-07-06,57.93710945264959
2020-07-07,57.56645865492092
2020-07-08,79.17705920929534
2020-07-09,51.096068060180436
2020-07-10,32.050418490550506
2020-07-11,45.59227223872433
2020-07-12,55.78282097779817
2020-07-13,60.94796957968749
2020-07-14,21.133685300489972
2020-07-15,48.513373983152725
2020-07-16,30.600288868290843
2020-07-17,34.91390142158807
2020-07-18,55.458367355682235
2020-07-19,53.32521532053888
2020-07-20,31.32343144460355
2020-07-21,38.49603039541754
2020-07-22,32.19428056635787
2020-07-23,82.9869956201608
2020-07-24,43.167053888521856
2020-07-25,25.784165064649493
2020-07-26,57.59826884069205
2020-07-27,57.52190688646732
2020-07-28,63.43430928383321
2020-07-29,67.28363749731305
2020-07-30,45.989342936037374
2020-07-31,29.54131555898047
2020-08-01,31.171075948104185
2020-08-02,29.256374835267753
2020-08-03,27.014467565837275
2020-08-04,51.10943456770283
2020-08-05,31.967243107632587
2020-08-06,45.98043725607012
2020-08-07,41.01633823001591
2020-08-08,13.855213024171835
2020-08-09,4.050965953532632
2020-08-10,10.739542915890645
2020-08-11,22.377215954575625
2020-08-12,30.288667215654723
2020-08-13,18.052940521292903
2020-08-14,37.835040822035886
2020-08-15,18.893473008266525
2020-08-16,30.191017168472072
2020-08-17,27.636648662889833
2020-08-18,51.43419421335129
2020-08-19,10.342505689552079
2020-08-20,57.65961326604024
2020-08-21,15.189207697284216
2020-08-22,3.583784989906235
2020-08-23,20.020280940453354
2020-08-24,71.47477267824749
2020-08-25,35.90888067244158
2020-08-26,31.142939493782293
2020-08-27,33.653634975666435
2020-08-28,9.819078855719935
2020-08-29,25.900703351365355
2020-08-30,20.704647714763766
2020-08-31,47.47031610766969
2020-09-01,18.381431502827336
2020-09-02,14.025363672397447
2020-09-03,1.925716134283448
2020-09-04,21.206645673737874
2020-09-05,23.22004540979516
2020-09-06,0.531991974123585
2020-09-07,25.0941090185329
2020-09-08,21.54606396919914
2020-09-09,33.01272915673729
2020-09-10,35.7702679167113
2020-09-11,18.783743668597367
2020-09-12,1.620063537531701
2020-09-13,4.5134364266125075
2020-09-14,43.223202266694514
2020-09-15,19.10351895427246
2020-09-16,42.6547953723033
2020-09-17,23.794344412146
2020-09-18,27.485612532381992
2020-09-19,30.13630657775279
2020-09-20,0.0
2020-09-21,20.44633525313468
2020-09-22,0.0
2020-09-23,11.401752222099844
2020-09-24,25.212270571149183
2020-09-25,0.17577919798531205
2020-09-26,23.90370379774828
2020-09-27,0.0
2020-09-28,32.61460873602219
2020-09-29,5.491591040925499
2020-09-30,0.05657229052873092
2020-10-01,0.0
2020-10-02,6.818952428239488
2020-10-03,0.0
2020-10-04,7.3765960671524855
2020-10-05,32.15930645567
2020-10-06,12.912566158015325
2020-10-07,0.0
2020-10-08,19.32506137181483
2020-10-09,18.111136834629477
2020-10-10,45.515171743026286
2020-10-11,28.161862608022396
2020-10-12,21.031713096728296
2020-10-13,30.18206456516694
2020-10-14,14.76026577040224
2020-10-15,15.826245412346728
2020-10-16,42.034507045279284
2020-10-17,0.0
2020-10-18,32.08978963343785
2020-10-19,16.135867212877216
2020-10-20,13.663803184114009
2020-10-21,9.992318676918494
2020-10-22,20.851621155545814
2020-10-23,18.165390659262144
2020-10-24,12.880612690430109
2020-10-25,8.855014295836893
2020-10-26,0.0
2020-10-27,9.157709048635214
2020-10-28,12.656318947703475
2020-10-29,22.94576568476808
2020-10-30,50.470620064452845
2020-10-31,12.142402908114832
2020-11-01,6.393478862760334
2020-11-02,11.40987496935242
2020-11-03,24.815435288652594
2020-11-04,31.74270684231178
2020-11-05,34.24611606394656
2020-11-06,36.15405761321955
2020-11-07,38.70401528719255
2020-11-08,20.41891916763136
2020-11-09,55.84526871328707
2020-11-10,20.181879107261018
2020-11-11,27.607876305971136
2020-11-12,45.87852256872817
2020-11-13,35.419694501257055
2020-11-14,0.0
2020-11-15,27.99827256318179
2020-11-16,41.35113825923142
2020-11-17,8.785835118109933
2020-11-18,40.72264717361697
2020-11-19,35.846924370510635
2020-11-20,48.29362481637132
2020-11-21,20.703738129313287
2020-11-22,46.57653129620395
2020-11-23,34.59504890640741
2020-11-24,59.26168708235376
2020-11-25,75.13873812904782
2020-11-26,57.00688633414356
2020-11-27,41.73036764491856
2020-11-28,69.93485307939511
2020-11-29,44.775546330397745
2020-11-30,22.713976543076583
2020-12-01,36.35987838932728
2020-12-02,48.995729189793494
2020-12-03,50.58730149818691
2020-12-04,21.951852983268676
2020-12-05,23.065992001087643
2020-12-06,34.99260820235959
2020-12-07,48.77863463360391
2020-12-08,51.351901998454494
2020-12-09,44.190595145945224
2020-12-10,30.2165241101804
2020-12-11,69.45322816152499
2020-12-12,27.988342604659803
2020-12-13,64.27826218655484
2020-12-14,56.503051936531094
2020-12-15,65.30665825671173
2020-12-16,40.11936880150873
2020-12-17,45.33327638842395
2020-12-18,48.98877783904898
2020-12-19,41.709853596232506
2020-12-20,52.929808408696715
2020-12-21,73.934616073809
2020-12-22,31.495139465909162
2020-12-23,41.79067349230304
2020-12-24,40.865498423432044
2020-12-25,51.639658170061864
2020-12-26,51.72851401581907
2020-12-27,66.05262169451777
2020-12-28,55.68105985489046
2020-12-29,60.426384685879704
2020-12-30,62.5681864364466
2020-12-31,60.981060918087195
2021-01-01,68.55823016809724
2021-01-02,56.88201373291867
2021-01-03,84.12031263005508
2021-01-04,98.2563947728747
2021-01-05,71.4320565710039
2021-01-06,64.96393535353332
2021-01-07,71.61705643573274
2021-01-08,46.435654596275924
2021-01-09,66.35393483855249
2021-01-10,53.381856663029964
2021-01-11,72.69872215233472
2021-01-12,54.848790375087546
2021-01-13,61.265198839783174
2021-01-14,39.047347057392194
2021-01-15,50.215446455432456
2021-01-16,73.82143334540488
2021-01-17,56.14660614044789
2021-01-18,85.81345874303517
2021-01-19,56.222450141494875
2021-01-20,77.99973350305112
2021-01-21,60.43891045247848
2021-01-22,78.31102834112983
2021-01-23,50.16472631331719
2021-01-24,67.04177493379555
2021-01-25,61.79454482517664
2021-01-26,88.37951233165194
2021-01-27,82.70311063642947
2021-01-28,57.9133700168818
2021-01-29,73.9816425553183
2021-01-30,66.06625436555657
2021-01-31,92.52069566211232
2021-02-01,97.94948650943107
2021-02-02,57.85552966386979
2021-02-03,92.47795714242697
2021-02-04,68.31862921277906
2021-02-05,77.45825934736222
2021-02-06,82.3128809143449
2021-02-07,109.6481672579371
2021-02-08,67.90412403217142
2021-02-09,96.0385378752566
2021-02-10,66.492616318855
2021-02-11,65.99648095708012
2021-02-12,85.56469647960513
2021-02-13,85.98805305379253
2021-02-14,43.693558305027075
2021-02-15,104.08020923190344
2021-02-16,55.09904966537371
2021-02-17,85.4876193768599
2021-02-18,108.07311528194177
2021-02-19,121.76999183947268
2021-02-20,83.6508451200288
2021-02-21,68.0575977885747
2021-02-22,109.35604965679047
2021-02-23,103.41179177879097
2021-02-24,83.52667801661732
2021-02-25,82.04300025895846
2021-02-26,80.92594259974085
2021-02-27,86.91593818935962
2021-02-28,97.21370579712558
2021-03-01,84.36033958998055
2021-03-02,86.62455005575026
2021-03-03,103.19485349692837
2021-03-04,71.68648828185145
2021-03-05,88.62021805967825
2021-03-06,69.44611949960321
2021-03-07,96.52673961239896
2021-03-08,66.11403840528523
2021-03-09,108.84900341106183
2021-03-10,76.06210640628778
2021-03-11,69.46481067249519
2021-03-12,90.86004287915154
2021-03-13,122.23046487224146
2021-03-14,107.47014745312978
2021-03-15,68.19468148186674
2021-03-16,77.09831234022391
2021-03-17,91.51559190750858
2021-03-18,131.21785430062323
2021-03-19,83.73970598736379
2021-03-20,84.03065500467837
2021-03-21,121.06369961406708
2021-03-22,101.22256074901932
2021-03-23,114.22897810524054
2021-03-24,87.65080670085464
2021-03-25,97.1443506607815
2021-03-26,118.50319420858173
2021-03-27,96.68414669485016
2021-03-28,115.77879688722317
2021-03-29,104.80642635274052
2021-03-30,83.45556427330355
2021-03-31,98.84598189400528
2021-04-01,113.84038947357311
2021-04-02,109.17790921399279
2021-04-03,98.53805775118188
2021-04-04,70.75947278882886
2021-04-05,72.17681421346994
2021-04-06,75.33677222576006
2021-04-07,91.38757934252965
2021-04-08,93.33350586529485
2021-04-09,76.79339154332784
2021-04-10,114.18479551473386
2021-04-11,79.80138984024508
2021-04-12,78.09867644819417
2021-04-13,99.86808397410883
2021-04-14,113.02899882519316
2021-04-15,129.10754716235996
2021-04-16,106.87568713851023
2021-04-17,121.67626772342025
2021-04-18,79.62786290359344
2021-04-19,130.02332877513282
2021-04-20,69.51219644215455
2021-04-21,89.67285692730162
2021-04-22,105.4250416454989
2021-04-23,72.71070200608003
2021-04-24,82.64587750884374
2021-04-25,80.01450710303125
2021-04-26,91.39087009502263
2021-04-27,117.09797494307747
2021-04-28,95.74594762371353
2021-04-29,88.25633374166945
2021-04-30,51.635622651268406
2021-05-01,101.58958082095155
2021-05-02,106.11591625666912
2021-05-03,68.43259027283992
2021-05-04,92.58537689828474
2021-05-05,96.13214203172616
2021-05-06,107.3431943085118
2021-05-07,81.62999518415455
2021-05-08,78.98879243656583
2021-05-09,84.8798550742792
2021-05-10,110.59254999480936
2021-05-11,106.57304328727172
2021-05-12,90.17536497903549
2021-05-13,105.36332100910467
2021-05-14,54.09851233116149
2021-05-15,101.05711525486242
2021-05-16,71.9455841048308
2021-05-17,114.76871182022502
2021-05-18,71.82757839648073
2021-05-19,74.51950390057597
2021-05-20,95.25891052050902
2021-05-21,96.21056631007895
2021-05-22,79.12720734795477
2021-05-23,90.88157310017885
2021-05-24,92.22208122846045
2021-05-25,90.1616823698674
2021-05-26,77.66308632832299
2021-05-27,90.76905607745837
2021-05-28,103.73912657165448
2021-05-29,63.70729035334364
2021-05-30,68.92830139335027
2021-05-31,81.37133012604285
2021-06-01,64.54631192781052
2021-06-02,52.75985227093872
2021-06-03,95.62322494518386
2021-06-04,45.20444374994466
2021-06-05,72.00501091115478
2021-06-06,88.82417839516225
2021-06-07,80.83473519515593
2021-06-08,70.4148705765744
2021-06-09,59.146724960134236
2021-06-10,80.14656642640973
2021-06-11,59.538575929826244
2021-06-12,77.72532808375516
2021-06-13,75.21804636095445
2021-06-14,74.73400640676664
2021-06-15,62.224445620277436
2021-06-16,101.71175634914216
2021-06-17,75.91398672729309
2021-06-18,65.7115929459298
2021-06-19,73.20489521351887
2021-06-20,56.96999093287845
2021-06-21,62.13609595185389
2021-06-22,103.15107949933345
2021-06-23,55.101255780160336
2021-06-24,64.78333659413698
2021-06-25,58.444787538621306
2021-06-26,49.026960850316314
2021-06-27,70.2717340226356
2021-06-28,63.83561374444487
2021-06-29,76.28629895518016
2021-06-30,74.11140641403537
2021-07-01,74.79489566117748
2021-07-02,46.84266953168758
2021-07-03,69.56167437896117
2021-07-04,69.2581832741702
2021-07-05,43.29552393226546
2021-07-06,53.165297197252926
2021-07-07,35.43684856012758
2021-07-08,66.6579792008365
2021-07-09,65.92540994355633
2021-07-10,76.74347410998033
2021-07-11,51.19574186524415
2021-07-12,60.741380369434495
2021-07-13,68.12911092363655
2021-07-14,41.350790454087786
2021-07-15,38.41829607101004
2021-07-16,40.51583476462015
2021-07-17,45.47394826780139
2021-07-18,37.01245765733907
2021-07-19,39.23407157964206
2021-07-20,62.0094458980656
2021-07-21,46.71846123860442
2021-07-22,52.13598309806224
2021-07-23,38.65069894903071
2021-07-24,37.0461999541063
2021-07-25,49.95972727684731
2021-07-26,46.95669656742619
2021-07-27,56.129786575838935
2021-07-28,63.38314359604011
2021-07-29,32.892549195515606
2021-07-30,55.591387759502155
2021-07-31,25.89199920025496
2021-08-01,72.61700770421825
2021-08-02,29.142943562290945
2021-08-03,50.73025661987406
2021-08-04,23.501777377203993
2021-08-05,36.97506621139099
2021-08-06,61.89510641612975
2021-08-07,25.903027628509996
2021-08-08,70.69782998929648
2021-08-09,37.029482044831255
2021-08-10,51.22517548590661
2021-08-11,42.12198007309148
2021-08-12,42.42934669558214
2021-08-13,13.685739674312085
2021-08-14,27.496271726248676
2021-08-15,52.04839786177644
2021-08-16,28.471837569162926
2021-08-17,35.255404693728735
2021-08-18,9.506365911003265
2021-08-19,24.207465451045
2021-08-20,48.678916363191654
2021-08-21,12.16501400947422
2021-08-22,41.74082390026082
2021-08-23,33.24067787562621
2021-08-24,26.63335315834771
2021-08-25,25.581934012332134
2021-08-26,22.033032470993554
2021-08-27,22.99626747018919
2021-08-28,42.60908419542191
2021-08-29,21.829380492205892
2021-08-30,55.08096804289154
2021-08-31,32.12730242365174
2021-09-01,18.667818316203032
2021-09-02,41.600001128342804
2021-09-03,36.056146240968936
2021-09-04,1.5937817671887622
2021-09-05,10.60869755174955
2021-09-06,24.12451027819517
2021-09-07,1.8425359413213016
2021-09-08,56.706319641850456
2021-09-09,37.444525489070955
2021-09-10,24.68475344263582
2021-09-11,19.528955960184227
2021-09-12,15.470581984128154
2021-09-13,0.0
2021-09-14,0.0
2021-09-15,52.43798902644815
2021-09-16,47.366483267526206
2021-09-17,14.978605810976946
2021-09-18,37.09956531744214
2021-09-19,30.951763959135864
2021-09-20,32.60725727053335
2021-09-21,1.7644075339361969
2021-09-22,0.0
2021-09-23,40.714352826310154
2021-09-24,0.0
2021-09-25,20.632884435234367
2021-09-26,17.29810903656639
2021-09-27,15.88104914023819
2021-09-28,27.481573710958504
2021-09-29,12.59426232582894
2021-09-30,28.699365590786204
2021-10-01,24.897701630920317
2021-10-02,54.290245231560746
2021-10-03,2.0688586731407206
2021-10-04,23.341617912349825
2021-10-05,29.43717757384023
2021-10-06,19.197201821128395
2021-10-07,3.075157105924351
2021-10-08,42.087653333110616
2021-10-09,28.396715148666654
2021-10-10,4.46257161034163
2021-10-11,30.181066768290208
2021-10-12,49.27123223992848
2021-10-13,23.36132733853492
2021-10-14,24.042791751044735
2021-10-15,47.777518591589505
2021-10-16,9.894642767536997
2021-10-17,50.56808928441818
2021-10-18,39.46427299184731
2021-10-19,11.234454888493618
2021-10-20,15.312109505252554
2021-10-21,17.71356517708982
2021-10-22,0.0
2021-10-23,30.02540889289536
2021-10-24,13.216943442616802
2021-10-25,31.14315029405619
2021-10-26,7.635298733016331
2021-10-27,41.15996376732777
2021-10-28,38.70513509357559
2021-10-29,17.38911439136219
2021-10-30,33.719069162462034
2021-10-31,29.925554200459832
2021-11-01,51.28393396126155
2021-11-02,13.940131820475786
2021-11-03,27.53079409720868
2021-11-04,20.60292039475108
2021-11-05,31.293210824405936
2021-11-06,39.03754168145947
2021-11-07,21.6884458019073
2021-11-08,26.440580408890714
2021-11-09,46.838777928029394
2021-11-10,53.16327685353914
2021-11-11,40.67050818890066
2021-11-12,31.67167001099038
2021-11-13,30.7268652658833
2021-11-14,42.93613339907286
2021-11-15,38.630240129802075
2021-11-16,10.987029349564533
2021-11-17,44.82366779567185
2021-11-18,23.853708405343735
2021-11-19,16.04056914317405
2021-11-20,12.809644236969806
2021-11-21,35.141142396643104
2021-11-22,23.690264629626235
2021-11-23,4.60550179930695
2021-11-24,34.69409991901724
2021-11-25,33.28942653855996
2021-11-26,38.98341302847955
2021-11-27,32.38911816265949
2021-11-28,69.85973809137722
2021-11-29,50.78343512563262
2021-11-30,36.13896239159361
2021-12-01,43.294575431890394
2021-12-02,66.09028640779871
2021-12-03,59.84733133991834
2021-12-04,25.187649114758084
2021-12-05,32.15461788558322
2021-12-06,35.68455278515724
2021-12-07,41.46498116772395
2021-12-08,39.782115707115054
2021-12-09,49.881157107289255
2021-12-10,61.06877477822845
2021-12-11,64.23898835697274
2021-12-12,46.46725338881602
2021-12-13,27.52274823243251
2021-12-14,37.114553556699505
2021-12-15,45.60505185418529
2021-12-16,35.41035130658217
2021-12-17,71.8859741602862
2021-12-18,37.770023601122446
2021-12-19,65.41176567628324
2021-12-20,31.622726280932167
2021-12-21,67.40629075218169
2021-12-22,56.15861657341493
2021-12-23,81.6368096500076
2021-12-24,42.678239105830926
2021-12-25,51.89421009292865
2021-12-26,55.504919029345494
2021-12-27,59.48040187565252
2021-12-28,57.28550084753246
2021-12-29,58.28295704645532
2021-12-30,58.745527602981596
2021-12-31,33.532301761293056
2022-01-01,80.20855177034987
2022-01-02,108.93391297941503
2022-01-03,71.19885325794489
2022-01-04,50.39583435421842
2022-01-05,52.62051248677357
2022-01-06,78.04167792627084
2022-01-07,75.3303639336978
2022-01-08,65.98679922623054
2022-01-09,82.25341838975903
2022-01-10,40.69345006594171
2022-01-11,83.66000030219665
2022-01-12,76.61059746366817
2022-01-13,58.79764065841812
2022-01-14,52.92705171452769
2022-01-15,76.9340410458319
2022-01-16,96.90689835288066
2022-01-17,73.05789883526882
2022-01-18,64.36657374275899
2022-01-19,80.70011036973837
2022-01-20,105.81399313561663
2022-01-21,85.63654208301055
2022-01-22,87.92001153876805
2022-01-23,98.82851578930261
2022-01-24,88.22788055899623
2022-01-25,70.0731984970903
2022-01-26,56.2625494235467
2022-01-27,69.24437687294247
2022-01-28,67.13111625964886
2022-01-29,94.21897539730145
2022-01-30,96.92624277663569
2022-01-31,88.20041867981645
2022-02-01,67.14624464197435
2022-02-02,113.57916222043242
2022-02-03,81.13425931911094
2022-02-04,97.0202854061677
2022-02-05,89.29188348864535
2022-02-06,92.2590197271793
2022-02-07,98.22183485471098
2022-02-08,79.82156751362035
2022-02-09,110.39832842958464
2022-02-10,67.67260118509019
2022-02-11,76.32704013915287
2022-02-12,111.824185368374
2022-02-13,101.81218210551378
2022-02-14,131.5841995472874
2022-02-15,95.01152154606793
2022-02-16,119.99220097872286
2022-02-17,67.11449917860838
2022-02-18,74.25615890990429
2022-02-19,109.36511540039709
2022-02-20,70.29107569114026
2022-02-21,93.89131993768868
2022-02-22,114.80596252497845
2022-02-23,105.25201249431706
2022-02-24,98.32799066508815
2022-02-25,91.84245009965683
2022-02-26,102.02021317351176
2022-02-27,108.04346181101205
2022-02-28,89.85926860630838
2022-03-01,105.7265987512128
2022-03-02,116.6947153521645
2022-03-03,97.53849620627186
2022-03-04,102.2445431498443
2022-03-05,108.81593636842359
2022-03-06,110.15524802743587
2022-03-07,115.37735610708202
2022-03-08,87.2894951876841
2022-03-09,94.8650139728857
2022-03-10,95.70348696242303
2022-03-11,89.79480667547685
2022-03-12,76.63803349730858
2022-03-13,55.046671377620044
2022-03-14,122.03405132810087
2022-03-15,81.02099799696309
2022-03-16,128.04282825548063
2022-03-17,115.84073983544111
2022-03-18,98.8572311769665
2022-03-19,114.37034977911783
2022-03-20,111.67093236093211
2022-03-21,88.92564336676776
2022-03-22,105.37428606563923
2022-03-23,91.03639610763707
2022-03-24,115.6692198360605
2022-03-25,95.24057409972649
2022-03-26,104.619273232808
2022-03-27,104.05977606072592
2022-03-28,108.05668393241695
2022-03-29,131.2357430629329
2022-03-30,102.73559170674855
2022-03-31,124.65964720881337
2022-04-01,113.61958450447318
2022-04-02,127.71270453673824
2022-04-03,101.365314455272
2022-04-04,116.87723225294486
2022-04-05,105.52766609561057
2022-04-06,61.5454607527186
2022-04-07,89.99655866872077
2022-04-08,115.02592815998784
2022-04-09,113.96853630393817
2022-04-10,86.72244277976978
2022-04-11,109.36343923112328
2022-04-12,113.50596547708187
2022-04-13,105.32456411975551
2022-04-14,116.65270159018928
2022-04-15,114.473057484094
2022-04-16,104.91035762989195
2022-04-17,97.61644965960419
2022-04-18,120.74683656087953
2022-04-19,111.87467133340016
2022-04-20,84.01297341253238
2022-04-21,107.84391057683762
2022-04-22,87.04988320995128
2022-04-23,89.62043825508154
2022-04-24,94.07297835693916
2022-04-25,104.27644357727127
2022-04-26,108.96146886763798
2022-04-27,96.94010375436828
2022-04-28,97.31583238499033
2022-04-29,94.95363807565452
2022-04-30,117.91319271525586
2022-05-01,59.094100194378065
2022-05-02,96.93552397687472
2022-05-03,124.40765872072859
2022-05-04,108.64841304828332
2022-05-05,119.53972778525235
2022-05-06,69.66043505629256
2022-05-07,81.16778358579982
2022-05-08,107.1299199631348
2022-05-09,122.28677345016966
2022-05-10,81.50745095047768
2022-05-11,92.39893491408382
2022-05-12,103.81750663962666
2022-05-13,75.5791971449649
2022-05-14,104.75424932765861
2022-05-15,56.34703242791594
2022-05-16,103.41066851401132
2022-05-17,80.63706988596951
2022-05-18,88.37729121773295
2022-05-19,104.38919559813517
2022-05-20,100.83133690092514
2022-05-21,93.50653622308789
2022-05-22,107.65779680399285
2022-05-23,67.107872394551
2022-05-24,95.15759957105435
2022-05-25,79.71241056611971
2022-05-26,104.80188212189867
2022-05-27,100.79689676071476
2022-05-28,100.79379377936719
2022-05-29,114.07034503223312
2022-05-30,105.72441491300198
2022-05-31,85.90117563403294
2022-06-01,87.67065473551858
2022-06-02,96.12498399502358
2022-06-03,88.56900042817198
2022-06-04,96.51386756898413
2022-06-05,51.885945002424386
2022-06-06,112.95206638068187
2022-06-07,85.04966710596968
2022-06-08,59.186631102870294
2022-06-09,69.2014183344058
2022-06-10,50.34864346165236
2022-06-11,65.31096630404309
2022-06-12,78.90261285938445
2022-06-13,103.12500082484917
2022-06-14,85.92863155223664
2022-06-15,82.6221361874373
2022-06-16,61.46005189088466
2022-06-17,65.47360763443476
2022-06-18,65.98831140864158
2022-06-19,65.9489074348003
2022-06-20,70.61386244801405
2022-06-21,71.09049750327527
2022-06-22,69.48610491313798
2022-06-23,63.84210442276781
2022-06-24,75.27572458528671
2022-06-25,67.87013853436618
2022-06-26,47.9879612993546
2022-06-27,71.77118650320762
2022-06-28,68.83707112790802
2022-06-29,46.226477531853625
2022-06-30,60.38321590863732
2022-07-01,77.540368290718
2022-07-02,50.868971044541865
2022-07-03,48.61457634498727
2022-07-04,61.70585634994277
2022-07-05,75.25545295254784
2022-07-06,92.39945469150189
2022-07-07,74.46256033011728
2022-07-08,80.18605581747386
2022-07-09,68.45053732942169
2022-07-10,52.31129242856406
2022-07-11,71.70338563141303
2022-07-12,59.98521583705573
2022-07-13,66.26859197567714
2022-07-14,45.76871598714375
2022-07-15,66.30446020337263
2022-07-16,56.85148982927417
2022-07-17,61.48224649864096
2022-07-18,56.0946753696544
2022-07-19,52.57344049893519
2022-07-20,63.366080056842996
2022-07-21,49.37229377764529
2022-07-22,31.005185537506794
2022-07-23,26.101899635572742
