date,temperature_c
2022-03-27,35.71234230164183
2022-03-28,34.64318027901068
2022-03-29,34.466142652756446
2022-03-30,40.90928215243617
2022-03-31,37.32657489875914
2022-04-01,39.72796201310648
2022-04-02,35.23173658197081
2022-04-03,34.335542694891586
2022-04-04,34.89763778839266
2022-04-05,36.01905196359611
2022-04-06,36.941757276633204
2022-04-07,36.56801029262457
2022-04-08,35.320197729537206
2022-04-09,37.03428275764675
2022-04-10,37.197483208981716
2022-04-11,38.23471670858826
2022-04-12,39.75008685548253
2022-04-13,36.05611070068189
2022-04-14,39.18516656195162
2022-04-15,36.852033446341494
2022-04-16,33.62713497460035
2022-04-17,40.20560836615263
2022-04-18,41.13713111226161
2022-04-19,37.77896021091255
2022-04-20,36.664784878294945
2022-04-21,35.88261357985358
2022-04-22,35.433521211887495
2022-04-23,38.71462270072651
2022-04-24,36.186312489473345
2022-04-25,39.49224042738594
2022-04-26,36.13347922154924
2022-04-27,35.15437606456643
2022-04-28,34.6877361058468
2022-04-29,34.31015719043464
2022-04-30,36.729151492254495
2022-05-01,33.01119634988701
2022-05-02,33.85891981396732
2022-05-03,38.036097172430814
2022-05-04,33.365733924598445
2022-05-05,36.88414570427598
2022-05-06,30.912858568277926
2022-05-07,37.81548706521016
2022-05-08,32.247607093633654
2022-05-09,32.90441170786466
2022-05-10,35.88342811271189
2022-05-11,34.925564094596815
2022-05-12,36.033235492695226
2022-05-13,31.54180393334299
2022-05-14,33.37639159431305
2022-05-15,32.564173744308064
2022-05-16,31.422985714992468
2022-05-17,34.67694862218016
2022-05-18,35.20985704482126
2022-05-19,32.4854859932236
2022-05-20,36.03702374074758
2022-05-21,31.249557521446313
2022-05-22,35.64428000641036
2022-05-23,33.59529881806498
2022-05-24,29.844307847987498
2022-05-25,36.072317533615255
2022-05-26,31.035405881991785
2022-05-27,34.147014263616
2022-05-28,31.837882262424134
2022-05-29,32.10272138505631
2022-05-30,32.96102013909438
2022-05-31,32.65265309136701
2022-06-01,30.076642738990873
2022-06-02,31.621958393563826
2022-06-03,31.26729030402735
2022-06-04,30.574515014486444
2022-06-05,29.531967334967423
2022-06-06,30.15091143164592
2022-06-07,33.45008659193503
2022-06-08,28.710284678006005
2022-06-09,31.497028989455416
2022-06-10,27.626346630226543
2022-06-11,26.883076636301027
2022-06-12,34.976983380287
2022-06-13,29.281175627346446
2022-06-14,29.11163253661663
2022-06-15,28.941147832770763
2022-06-16,30.338059541057415
2022-06-17,28.11060242015561
2022-06-18,28.697776452328416
2022-06-19,24.717448496946137
2022-06-20,28.570660806085844
2022-06-21,25.89657223082856
2022-06-22,27.47998375026718
2022-06-23,22.471865284688366
2022-06-24,26.927347138528354
2022-06-25,20.947429952239062
2022-06-26,24.643054165953075
2022-06-27,21.54694806545877
2022-06-28,25.986870641002994
2022-06-29,24.62173892283865
2022-06-30,22.703758688987406
2022-07-01,26.876092693476654
2022-07-02,21.97577196466357
2022-07-03,17.468507381689502
2022-07-04,24.319993464323318
2022-07-05,19.521469066104146
2022-07-06,21.08678155349142
2022-07-07,21.544509665619493
2022-07-08,19.493961053349988
2022-07-09,21.117659721058143
2022-07-10,19.058213563701514
2022-07-11,21.957778416467978
2022-07-12,18.940404294417874
2022-07-13,21.223794011680596
2022-07-14,23.25392206163878
2022-07-15,22.261931808987384
2022-07-16,20.30199356225766
2022-07-17,18.257192655946334
2022-07-18,20.323371840925056
2022-07-19,18.38510162307759
2022-07-20,19.951554628300702
2022-07-21,15.892823951056602
2022-07-22,20.713394879303333
2022-07-23,18.942248435965297
2022-07-24,23.071327399071837
2022-07-25,21.046503445625984
2022-07-26,19.348519722995118
2022-07-27,17.751674670350546
2022-07-28,16.32578617305336
2022-07-29,19.457036824810842
2022-07-30,16.90246001473369
2022-07-31,19.48933665078864
2022-08-01,17.747555720840218
2022-08-02,17.55736705281289
2022-08-03,17.728116388698133
2022-08-04,14.49979540069589
2022-08-05,14.097120934142993
2022-08-06,13.832742167120907
2022-08-07,17.848409811187118
2022-08-08,13.671778040575953
2022-08-09,13.733319635235487
2022-08-10,16.26576525449637
2022-08-11,14.50445953179277
2022-08-12,14.069590817267635
2022-08-13,13.719544704209886
2022-08-14,9.827778681114305
2022-08-15,12.374635805916725
2022-08-16,16.50390787045953
2022-08-17,12.897449645324395
2022-08-18,10.013866882825099
2022-08-19,11.640648210965706
2022-08-20,14.221377766781055
2022-08-21,14.030066805431352
2022-08-22,12.613109583019158
2022-08-23,11.678331285324324
2022-08-24,10.110860202307196
2022-08-25,13.513627116084784
2022-08-26,14.31854164052141
2022-08-27,15.089689232414953
2022-08-28,10.163512301761271
2022-08-29,14.99216376953283
2022-08-30,12.028039965175136
2022-08-31,12.078311380561209
2022-09-01,13.70005216051425
2022-09-02,10.722497412400708
2022-09-03,7.372210937698909
2022-09-04,13.008863256949128
2022-09-05,12.199552127566514
2022-09-06,10.689109271375784
2022-09-07,12.565993236461145
2022-09-08,12.89013253003949
2022-09-09,8.131626542980449
2022-09-10,11.124166983225766
2022-09-11,6.4516545918703585
2022-09-12,10.691196470120126
2022-09-13,10.129091811760048
2022-09-14,11.798603085397797
2022-09-15,8.613122285942698
2022-09-16,9.864968699834733
2022-09-17,4.228818856124764
2022-09-18,11.733234692631758
2022-09-19,10.403041906926331
2022-09-20,10.720277500958868
2022-09-21,7.529240248230814
2022-09-22,11.286902100248556
2022-09-23,13.775335553543345
2022-09-24,10.0834636023458
2022-09-25,11.741325077152075
2022-09-26,8.69217828723777
2022-09-27,10.276404093593339
2022-09-28,7.368561359102783
2022-09-29,12.013047875611422
2022-09-30,10.766486944020434
2022-10-01,8.022677348526805
2022-10-02,8.876414550280986
2022-10-03,10.625644815498262
2022-10-04,12.378979863333097
2022-10-05,13.52252308970357
2022-10-06,10.331874645287353
2022-10-07,7.911917710053551
2022-10-08,11.163661677238313
2022-10-09,14.306431656795716
2022-10-10,7.545515763044676
2022-10-11,8.940567065512342
2022-10-12,12.134821437211901
2022-10-13,11.287601216434194
2022-10-14,9.962235420885545
2022-10-15,11.568720919016595
2022-10-16,13.164131575936025
2022-10-17,11.097228250792176
2022-10-18,11.011037853331294
2022-10-19,12.654525940972846
2022-10-20,11.033122491764303
2022-10-21,13.961101310349118
2022-10-22,15.835638487840273
2022-10-23,10.106557631396798
2022-10-24,9.506823680743954
2022-10-25,12.868869161630569
2022-10-26,9.677071131164189
2022-10-27,9.769637850053385
2022-10-28,8.407125414568666
2022-10-29,11.875775307963018
2022-10-30,12.713006745195043
2022-10-31,11.886898444551885
2022-11-01,15.848821046120388
2022-11-02,15.85031515995519
2022-11-03,17.2304315551306
2022-11-04,13.623780847350243
2022-11-05,16.060078721534435
2022-11-06,14.475556998038087
2022-11-07,14.443678739928824
2022-11-08,13.264811526788922
2022-11-09,9.849521567138051
2022-11-10,15.830145143966337
2022-11-11,17.047050069796974
2022-11-12,11.874177016225062
2022-11-13,15.096021360186457
2022-11-14,17.292038992369353
2022-11-15,14.786341872270482
2022-11-16,18.091358012437908
2022-11-17,15.627559027510557
2022-11-18,15.063891430248466
2022-11-19,18.823919543388282
2022-11-20,14.667973254085622
2022-11-21,15.300748520825687
2022-11-22,15.177423717212726
2022-11-23,14.904108234412455
2022-11-24,17.71891478302188
2022-11-25,16.613230492031537
2022-11-26,18.845222091025896
2022-11-27,14.630192984570176
2022-11-28,16.088374121476864
2022-11-29,18.673080605978253
2022-11-30,21.748127083924178
2022-12-01,19.80694014005348
2022-12-02,18.114585557899453
2022-12-03,16.55992969150258
2022-12-04,18.49105383964504
2022-12-05,19.951591628808202
2022-12-06,15.572982323657346
2022-12-07,18.115355820319415
2022-12-08,19.322568232616447
2022-12-09,20.540231691975965
2022-12-10,21.205458897142496
2022-12-11,20.353122610940147
2022-12-12,22.848902870494133
2022-12-13,22.350368880675454
2022-12-14,21.626055061145298
2022-12-15,23.920314268666715
2022-12-16,24.024508870008688
2022-12-17,20.262103471764632
2022-12-18,23.37585337159346
2022-12-19,25.491698367871898
2022-12-20,26.098411060575067
2022-12-21,24.998416933621918
2022-12-22,24.064025713785046
2022-12-23,25.64800727850066
2022-12-24,26.69636528088459
2022-12-25,25.588543224528838
2022-12-26,26.09068282944531
2022-12-27,25.410921710267658
2022-12-28,23.51439319579783
2022-12-29,26.116976751146876
2022-12-30,25.389447933897745
2022-12-31,25.673956902336393
2023-01-01,30.167668978320325
2023-01-02,29.48131509779851
2023-01-03,24.46932599267105
2023-01-04,25.964537455796112
2023-01-05,27.684912312929665
2023-01-06,27.40820752078977
2023-01-07,29.60136200871911
2023-01-08,26.75595051787588
2023-01-09,31.436245504296203
2023-01-10,29.70662122008057
2023-01-11,29.388373073299807
2023-01-12,30.314761762217117
2023-01-13,29.781551350999216
2023-01-14,26.827537553610274
2023-01-15,31.183943451632196
2023-01-16,30.788806649473685
2023-01-17,29.790458337706067
2023-01-18,34.16209615604229
2023-01-19,33.57269439663077
2023-01-20,37.376758338543965
2023-01-21,34.43250049629662
2023-01-22,31.73827169858502
2023-01-23,31.47428938615653
2023-01-24,32.55633989108139
2023-01-25,32.46906260673231
2023-01-26,34.27547076689268
2023-01-27,31.234039133938467
2023-01-28,35.85801325419822
2023-01-29,34.99564680228562
2023-01-30,36.12593621731421
2023-01-31,33.01834029834461
2023-02-01,36.043441698453684
2023-02-02,38.38958727222251
2023-02-03,34.30906307087406
2023-02-04,34.49081828255987
2023-02-05,37.92444127780129
2023-02-06,34.79390199873184
2023-02-07,36.49433233809692
2023-02-08,40.13861840971157
2023-02-09,35.66336344276776
2023-02-10,40.72036871110118
2023-02-11,37.17787993161646
2023-02-12,35.822116619956475
2023-02-13,39.484062592739434
2023-02-14,38.70128777760714
2023-02-15,38.71823542754807
2023-02-16,37.35741281318989
2023-02-17,39.295566475342916
2023-02-18,35.15599423628308
2023-02-19,39.922110789017864
2023-02-20,42.269085527550544
2023-02-21,36.33036500820765
2023-02-22,39.230887333473845
2023-02-23,38.47490522305556
2023-02-24,37.37830825479441
2023-02-25,36.467337044411956
2023-02-26,38.38047646555194
2023-02-27,40.4228061647143
2023-02-28,43.367550181454234
2023-03-01,38.18182735333191
2023-03-02,41.970244892409454
2023-03-03,41.971128494177975
2023-03-04,45.022301497310195
2023-03-05,42.96307557794475
2023-03-06,43.21691918295399
2023-03-07,43.49306384421944
2023-03-08,40.37674316140116
2023-03-09,41.20627477561912
2023-03-10,44.708305640290995
2023-03-11,38.491525541699644
2023-03-12,41.34293628792961
2023-03-13,40.15622234540442
2023-03-14,43.39243389548568
2023-03-15,42.18263057380506
2023-03-16,44.375463348856016
2023-03-17,42.99895643666176
2023-03-18,40.21391442421548
2023-03-19,40.39122354924757
2023-03-20,43.45940979030814
2023-03-21,42.0054551881176
2023-03-22,42.554329348519445
2023-03-23,45.56393809485961
2023-03-24,45.26830698964422
2023-03-25,47.40445510746501
2023-03-26,43.230662051788855
2023-03-27,42.630975334503546
2023-03-28,44.79516287106551
2023-03-29,42.87828565814238
2023-03-30,42.98040909128199
2023-03-31,43.66454698073158
2023-04-01,47.40202544133212
2023-04-02,45.527792706300104
2023-04-03,45.75639068437677
2023-04-04,47.36890288392685
2023-04-05,45.96826165392615
2023-04-06,41.905946192710815
2023-04-07,45.944648254594824
2023-04-08,46.19508938074098
2023-04-09,45.462582444397405
2023-04-10,43.755827212316056
2023-04-11,45.222827265488604
2023-04-12,44.06874280686216
2023-04-13,42.12772152720284
2023-04-14,42.594938084012036
2023-04-15,45.4276038972841
2023-04-16,42.17013259059023
2023-04-17,42.31595965840844
2023-04-18,45.398827148431614
2023-04-19,44.10834538053965
2023-04-20,44.93960158383214
2023-04-21,41.267387827076206
2023-04-22,44.76027616572784
2023-04-23,42.27316389660999
2023-04-24,41.487090994474
2023-04-25,42.4336710484958
2023-04-26,46.08788430474587
2023-04-27,42.550161181515364
2023-04-28,47.59311845944613
2023-04-29,38.973233151527346
2023-04-30,39.90830400147957
2023-05-01,45.54855353389415
2023-05-02,45.94680389895129
2023-05-03,40.960217446371885
2023-05-04,42.712619779693114
2023-05-05,43.883115697302514
2023-05-06,41.88013081655004
2023-05-07,42.5150471636342
2023-05-08,42.10993679817513
2023-05-09,38.994305235508584
2023-05-10,41.1334203848152
2023-05-11,41.70947801645379
2023-05-12,41.74950428872173
2023-05-13,37.93731697461996
2023-05-14,42.757390212088154
2023-05-15,41.35731746852113
2023-05-16,38.83259086861386
2023-05-17,44.38328217318674
2023-05-18,39.930584988370015
2023-05-19,39.8959236387948
2023-05-20,41.575019632537895
2023-05-21,43.888960238342726
2023-05-22,41.309424550225316
2023-05-23,41.423040371936196
2023-05-24,37.58819848795673
2023-05-25,39.58318840352427
2023-05-26,38.15983749603068
2023-05-27,40.44503848048566
2023-05-28,40.440515609584736
2023-05-29,41.920297969192525
2023-05-30,34.1419227443315
2023-05-31,36.99979439779637
2023-06-01,40.661433753741896
2023-06-02,35.05556750782159
2023-06-03,39.265392672417704
2023-06-04,39.71539361673745
2023-06-05,37.18192071189398
2023-06-06,34.18485239094438
2023-06-07,36.57196574314285
2023-06-08,39.517702057151766
2023-06-09,39.461888900357835
2023-06-10,36.581380231614865
2023-06-11,33.99123058351698
2023-06-12,39.200979078159826
2023-06-13,37.14297299158738
2023-06-14,33.45358567668367
2023-06-15,35.735730231383364
2023-06-16,35.41695708994457
2023-06-17,33.32139218782101
2023-06-18,35.061546336643474
2023-06-19,36.346958729706955
2023-06-20,33.31031533406845
2023-06-21,36.08663153007977
2023-06-22,29.925789647243107
2023-06-23,37.638639180319494
2023-06-24,33.08169049375747
2023-06-25,34.87726465139595
2023-06-26,32.93210807989483
2023-06-27,30.61100601354405
2023-06-28,31.948043941182934
2023-06-29,27.964257124684387
2023-06-30,32.92210735649359
2023-07-01,31.69480576069663
2023-07-02,30.685990636393836
2023-07-03,32.33629418882096
2023-07-04,30.667769919779413
2023-07-05,31.56832624949719
2023-07-06,32.0414339972734
2023-07-07,28.780746532507273
2023-07-08,27.97112818795838
2023-07-09,25.959994743669647
2023-07-10,29.41389893586699
2023-07-11,29.83720662310325
2023-07-12,26.05066400894417
2023-07-13,31.30426091017328
2023-07-14,26.585235710390897
2023-07-15,23.79018608495206
2023-07-16,30.755060746325476
2023-07-17,23.5886372928163
2023-07-18,29.23337515584674
2023-07-19,28.51877891376347
2023-07-20,27.488415913337413
2023-07-21,25.577844489529472
2023-07-22,27.404467355683202
2023-07-23,28.272785057348113
2023-07-24,23.982673046102562
2023-07-25,27.6871278678995
2023-07-26,27.377894874027497
2023-07-27,25.885762799608777
2023-07-28,24.00904514429449
2023-07-29,26.743132964440132
2023-07-30,25.678025509698177
2023-07-31,22.420688058502904
2023-08-01,23.511197775833153
2023-08-02,25.679482675154773
2023-08-03,24.068225368963894
2023-08-04,25.81101506646165
2023-08-05,22.75810003059345
2023-08-06,21.246370479351167
2023-08-07,27.44062121265527
2023-08-08,19.50143105011993
2023-08-09,21.675959856822846
2023-08-10,23.05022700195007
2023-08-11,24.28072556401791
2023-08-12,23.422078038536057
2023-08-13,26.575172651749497
2023-08-14,21.543845131480733
2023-08-15,19.86243233514371
2023-08-16,21.00138954826243
2023-08-17,20.63629278969028
2023-08-18,20.978256000280297
2023-08-19,18.991660442904138
2023-08-20,22.369781913771778
2023-08-21,21.391658005692292
2023-08-22,17.973909149993645
2023-08-23,22.292789531235552
2023-08-24,18.592289099850277
2023-08-25,17.711626038652195
2023-08-26,20.11745821302914
2023-08-27,16.296242329512637
2023-08-28,20.863693118895856
2023-08-29,13.883437147154067
2023-08-30,17.382538759726792
2023-08-31,22.475442095928422
2023-09-01,17.8395496609047
2023-09-02,18.08123480894757
2023-09-03,21.547147048657845
2023-09-04,17.31341295041297
2023-09-05,20.329287001755315
2023-09-06,21.058039295248374
2023-09-07,19.577991176886567
2023-09-08,15.646450963180582
2023-09-09,17.247667448671848
2023-09-10,23.806380589488306
2023-09-11,17.325732500505385
2023-09-12,24.211241600296546
2023-09-13,21.592504403877214
2023-09-14,19.15292412928776
2023-09-15,18.653701290185587
2023-09-16,17.078295061283566
2023-09-17,17.783108072832114
2023-09-18,16.540778737515538
2023-09-19,17.752588932875273
2023-09-20,15.121404842552346
2023-09-21,14.984559694188622
2023-09-22,20.392809075851964
2023-09-23,14.54521667455606
2023-09-24,19.525565347086445
2023-09-25,13.95238286913697
2023-09-26,18.992695539540716
2023-09-27,17.31494778340137
2023-09-28,20.373874992625925
2023-09-29,17.072815348464342
2023-09-30,13.727725679346705
2023-10-01,17.385177548405597
2023-10-02,18.099460035053003
2023-10-03,17.539517186238058
2023-10-04,18.98146547338429
2023-10-05,16.73469248525509
2023-10-06,15.373319078286452
2023-10-07,15.941917289163865
2023-10-08,16.955196707531645
2023-10-09,16.987969626234303
2023-10-10,22.903257289696246
2023-10-11,20.65996919725637
2023-10-12,19.586311157415746
2023-10-13,19.172427967382934
2023-10-14,18.951819348619416
2023-10-15,19.038494262833147
2023-10-16,18.835613278387655
2023-10-17,18.674139100050333
2023-10-18,14.499325052813749
2023-10-19,18.03822305497642
2023-10-20,18.3935506452762
2023-10-21,17.478107994052763
2023-10-22,17.969965258413954
2023-10-23,19.7939396020177
2023-10-24,20.842054900211973
2023-10-25,20.023903608087355
2023-10-26,21.032968654513894
2023-10-27,21.19500886958985
2023-10-28,19.206125768160646
2023-10-29,20.990894728111073
2023-10-30,16.58624239160217
2023-10-31,19.452973969118815
2023-11-01,19.364451500123447
2023-11-02,23.58119423049142
2023-11-03,21.34691821255444
2023-11-04,18.161815753176995
2023-11-05,22.181608214063992
2023-11-06,22.977418390666106
2023-11-07,21.147586271810322
2023-11-08,22.880095535625458
2023-11-09,16.68440038108341
2023-11-10,16.456917535073757
2023-11-11,19.681439124145893
2023-11-12,22.523492274071554
2023-11-13,25.479746223768753
2023-11-14,20.355889277774693
2023-11-15,21.097984608985442
2023-11-16,23.18236344722287
2023-11-17,22.22348750426721
2023-11-18,22.31582695305135
2023-11-19,22.78039604264323
2023-11-20,26.465057709403847
2023-11-21,26.282825161951504
2023-11-22,24.315454131232567
2023-11-23,27.798259321226265
2023-11-24,25.73090365640904
2023-11-25,27.246887964665508
2023-11-26,23.44690275309572
2023-11-27,24.092119548137106
2023-11-28,24.304705719493747
2023-11-29,25.69647792864252
2023-11-30,26.228592363699278
2023-12-01,26.998290459412406
2023-12-02,30.539576483764122
2023-12-03,28.28154865676128
2023-12-04,26.057162537457927
2023-12-05,27.33001111578219
2023-12-06,30.598250489973907
2023-12-07,29.405855646023497
2023-12-08,31.08124448875852
2023-12-09,27.389682379051187
2023-12-10,27.1908087794873
2023-12-11,27.48076876463558
2023-12-12,28.333183523816025
2023-12-13,27.274389055073534
2023-12-14,30.25656775357251
2023-12-15,30.55753799361415
2023-12-16,32.878183577830534
2023-12-17,26.949175572097186
2023-12-18,28.851653396985906
2023-12-19,32.62233825399896
2023-12-20,31.65037873939383
2023-12-21,31.64620426512722
2023-12-22,34.35831051709807
2023-12-23,30.085459284683452
2023-12-24,30.92335963299296
2023-12-25,30.963855637622487
2023-12-26,28.907658450501753
2023-12-27,33.476163085770814
2023-12-28,32.442258423892625
2023-12-29,32.29990337466763
2023-12-30,32.21682557302419
2023-12-31,34.28630627282566
