date,soil_moisture_percent
2023-04-21,70.43211020818909
2023-04-22,67.84075389744376
2023-04-23,80.0
2023-04-24,80.0
2023-04-25,80.0
2023-04-26,67.5396346552513
2023-04-27,68.06465013908063
2023-04-28,65.38991449125626
2023-04-29,70.32340660304601
2023-04-30,70.31488753929351
2023-05-01,80.0
2023-05-02,80.0
2023-05-03,80.0
2023-05-04,63.02387580058768
2023-05-05,58.85620153601463
2023-05-06,62.34583682229513
2023-05-07,65.8615362539031
2023-05-08,64.34494169158043
2023-05-09,80.0
2023-05-10,80.0
2023-05-11,80.0
2023-05-12,66.43483003959761
2023-05-13,57.13584951897962
2023-05-14,58.13470315822179
2023-05-15,64.22818440922427
2023-05-16,61.30045401368651
2023-05-17,80.0
2023-05-18,78.35605482971238
2023-05-19,80.0
2023-05-20,57.99913252037119
2023-05-21,60.260145912497705
2023-05-22,56.17924003071285
2023-05-23,58.71445043494924
2023-05-24,64.93749125936257
2023-05-25,77.18373062968726
2023-05-26,77.65344733217235
2023-05-27,77.02598857636694
2023-05-28,57.73676226216319
2023-05-29,58.192133811358055
2023-05-30,57.12892640824909
2023-05-31,56.75984897017552
2023-06-01,54.93937157727903
2023-06-02,75.3381235708944
2023-06-03,73.94631492569805
2023-06-04,68.69770911093455
2023-06-05,61.56904583480938
2023-06-06,55.4000817791565
2023-06-07,49.81205258323297
2023-06-08,52.97085997761884
2023-06-09,47.76928613195338
2023-06-10,69.84863430863082
2023-06-11,66.40544629851564
2023-06-12,70.21481484320073
2023-06-13,45.138188788345744
2023-06-14,50.5584799110134
2023-06-15,50.94804782094321
2023-06-16,45.9259784572256
2023-06-17,48.3926473944374
2023-06-18,64.77077235836083
2023-06-19,68.44436299972809
2023-06-20,64.3397733175065
2023-06-21,48.267097068948054
2023-06-22,39.9582221107619
2023-06-23,41.86928264285586
2023-06-24,41.04752694373662
2023-06-25,44.472506598792435
2023-06-26,65.01503931197561
2023-06-27,63.67801459486403
2023-06-28,60.79466479183178
2023-06-29,33.42113712314803
2023-06-30,41.40677387440861
2023-07-01,43.1387004597652
2023-07-02,48.2997365215604
2023-07-03,38.468604431207375
2023-07-04,57.229500260383766
2023-07-05,59.67009735372855
2023-07-06,57.425126349361875
2023-07-07,41.504525844785725
2023-07-08,34.739331530739605
2023-07-09,35.903686629376075
2023-07-10,38.76619389923962
2023-07-11,36.55111703029942
2023-07-12,58.59941262711859
2023-07-13,53.29730427394414
2023-07-14,57.88966681329883
2023-07-15,28.602851416975252
2023-07-16,28.219413958664433
2023-07-17,36.4264543349497
2023-07-18,32.11208394455404
2023-07-19,34.3555273416635
2023-07-20,51.397028296122755
2023-07-21,50.585666046333095
2023-07-22,46.13368295589142
2023-07-23,29.551111914926548
2023-07-24,33.23340978705723
2023-07-25,28.83877192609608
2023-07-26,30.23852628752669
2023-07-27,29.68244311371222
2023-07-28,44.21186575092849
2023-07-29,49.3558274647433
2023-07-30,45.381613025566686
2023-07-31,25.086257544899997
2023-08-01,31.704904353755275
2023-08-02,26.75465569712129
2023-08-03,22.602622196692796
2023-08-04,24.27171274417117
2023-08-05,43.752646622855146
2023-08-06,48.27060159071169
2023-08-07,42.90521370426258
2023-08-08,28.990438391218703
2023-08-09,20.0
2023-08-10,21.444403740088084
2023-08-11,20.0
2023-08-12,20.0
2023-08-13,38.92594476989938
2023-08-14,37.82416403359737
2023-08-15,44.767313130646386
2023-08-16,23.469244179918228
2023-08-17,20.040425231177046
2023-08-18,20.0
2023-08-19,20.0
2023-08-20,20.0
2023-08-21,38.32044802774828
2023-08-22,36.64886375548496
2023-08-23,38.37705778089008
2023-08-24,20.0
2023-08-25,20.0
2023-08-26,20.0
2023-08-27,20.0
2023-08-28,20.0
2023-08-29,41.42397353683989
2023-08-30,31.310538469554366
2023-08-31,37.668742150607365
2023-09-01,20.0
2023-09-02,20.0
2023-09-03,20.0
2023-09-04,20.0
2023-09-05,20.0
2023-09-06,33.58661019889657
2023-09-07,30.660018111883286
2023-09-08,35.15778388597879
2023-09-09,20.0
2023-09-10,20.0
2023-09-11,20.0
2023-09-12,20.0
2023-09-13,20.0
2023-09-14,35.30176949113315
2023-09-15,28.097016007041233
2023-09-16,32.85249831809103
2023-09-17,20.0
2023-09-18,20.0
2023-09-19,20.0
2023-09-20,20.0
2023-09-21,20.0
2023-09-22,25.514518594084425
2023-09-23,29.53226563825606
2023-09-24,29.81582200814639
2023-09-25,20.0
2023-09-26,20.0
2023-09-27,20.294614900363598
2023-09-28,20.0
2023-09-29,20.0
2023-09-30,26.725013008676715
2023-10-01,24.3321808223966
2023-10-02,33.511060302018564
2023-10-03,20.0
2023-10-04,20.0
2023-10-05,20.0
2023-10-06,20.0
2023-10-07,20.0
2023-10-08,31.38539308834784
2023-10-09,28.149632881370717
2023-10-10,25.047517035918357
2023-10-11,20.0
2023-10-12,20.0
2023-10-13,20.0
2023-10-14,20.0
2023-10-15,20.0
2023-10-16,34.00527974537361
2023-10-17,33.27238922353679
2023-10-18,31.68033587154149
2023-10-19,20.0
2023-10-20,20.0
2023-10-21,20.0
2023-10-22,20.0
2023-10-23,20.0
2023-10-24,32.49894423688873
2023-10-25,28.58328758634264
2023-10-26,27.627321566139152
2023-10-27,20.0
2023-10-28,20.0
2023-10-29,20.0
2023-10-30,20.0
2023-10-31,20.0
2023-11-01,39.50230980671538
2023-11-02,34.57125381224079
2023-11-03,32.68150736266943
2023-11-04,20.0
2023-11-05,20.0
2023-11-06,20.0
2023-11-07,21.654151305435168
2023-11-08,20.0
2023-11-09,43.422001407237275
2023-11-10,36.24190976949342
2023-11-11,41.91781457911287
2023-11-12,20.0
2023-11-13,20.0
2023-11-14,23.469266538626286
2023-11-15,20.638790666928184
2023-11-16,20.0
2023-11-17,33.19223967423502
2023-11-18,34.86679128572126
2023-11-19,41.142356357068394
2023-11-20,24.554311368845354
2023-11-21,20.926466370689425
2023-11-22,20.0
2023-11-23,20.0
2023-11-24,20.0
2023-11-25,42.55114277876819
2023-11-26,40.00662183964868
2023-11-27,40.10560850007405
2023-11-28,23.273588814541476
2023-11-29,28.20507986421819
2023-11-30,26.351689942698744
2023-12-01,25.59748704054722
2023-12-02,25.75219263748194
2023-12-03,47.29151490359777
2023-12-04,45.76309714556639
2023-12-05,45.31987489475223
2023-12-06,29.231314101261862
2023-12-07,26.80800607514352
2023-12-08,24.389568116417884
2023-12-09,32.759997843081145
2023-12-10,23.298481828135557
2023-12-11,53.94468480841078
2023-12-12,51.39367875169989
2023-12-13,47.454457951011065
2023-12-14,30.925126921972293
2023-12-15,30.058936811489904
2023-12-16,34.264432459041984
2023-12-17,34.703194904002515
2023-12-18,34.22390758306178
2023-12-19,55.58150385282569
2023-12-20,53.50236772868276
2023-12-21,59.63822399028462
2023-12-22,38.532026324928545
2023-12-23,33.939718225107505
2023-12-24,38.31422198470172
2023-12-25,38.56450551074959
2023-12-26,36.12766411071391
2023-12-27,56.406286105135365
2023-12-28,61.579451231263796
2023-12-29,58.4073287242257
2023-12-30,39.74786732232699
2023-12-31,43.68691151171719
