date,random_walk
2023-06-15,7.42868660015014
2023-06-16,6.253773551514914
2023-06-17,7.970595905380307
2023-06-18,7.811433683196345
2023-06-19,11.180537067350276
2023-06-20,10.613134577972183
2023-06-21,7.635356063815008
2023-06-22,7.3618539308136395
2023-06-23,6.795545266659049
2023-06-24,4.2090919707624135
2023-06-25,5.480915485319025
2023-06-26,8.430353145953122
2023-06-27,6.285384498507387
2023-06-28,8.330805284351737
2023-06-29,7.217543629707462
2023-06-30,7.268106516460914
2023-07-01,7.108562067663998
2023-07-02,7.159140337526148
2023-07-03,8.205305681516265
2023-07-04,6.256940400620797
2023-07-05,8.943540618833252
2023-07-06,10.05062613226678
2023-07-07,11.821791684946232
2023-07-08,10.361659779096003
2023-07-09,8.23211205702151
2023-07-10,10.697538920770315
2023-07-11,8.482040429042717
2023-07-12,8.880650911493602
2023-07-13,11.018642574869482
2023-07-14,10.865038636659765
2023-07-15,13.305192762719026
2023-07-16,12.862076155131358
2023-07-17,10.407240157569296
2023-07-18,11.255585239786928
2023-07-19,11.752177307215836
