variety,yield_kg_per_hectare
Variety_C,48.92461476513251
Variety_C,61.470394983947436
Variety_C,56.68488166427814
Variety_C,66.85596995933011
Variety_C,61.20974675196112
Variety_C,60.756061224379124
Variety_C,51.61399069024759
Variety_C,58.159797536687954
Variety_C,67.76080875210123
Variety_C,53.787709243669035
Variety_C,59.73959821529829
Variety_C,52.50843158680792
Variety_C,50.52925887158665
Variety_C,59.32112764008518
Variety_C,61.39040931901871
Variety_C,75.95090351386077
Variety_C,56.35631692923033
Variety_C,59.59864585892894
Variety_C,49.9994118562326
Variety_C,64.89792011925532
Variety_C,63.18475823482625
Variety_C,71.90715742153142
Variety_C,68.89297721206967
Variety_C,62.81125335073826
Variety_C,56.2394280032904
Variety_C,61.63734750312049
Variety_C,59.11189230294591
Variety_C,67.62718026590383
Variety_C,66.60985191969975
Variety_C,57.62867645076196
Variety_C,48.304049761384974
Variety_C,70.6670984017634
Variety_C,64.65499165458564
Variety_C,57.44407943541865
Variety_C,64.34298678482936
Variety_C,60.59889045000023
Variety_C,70.5489434097558
Variety_C,44.561758145559786
Variety_C,56.82247226789254
Variety_C,72.7924361238295
Variety_C,64.5055872277385
Variety_D,79.18085334651366
Variety_D,55.22554325469228
Variety_D,73.5775737275079
Variety_D,73.09779538763067
Variety_D,51.546171717369326
Variety_D,62.63598168373533
Variety_D,64.14776715844734
Variety_D,52.043551769860755
Variety_D,62.80318138783649
Variety_D,71.98546512622885
Variety_D,61.87261552380208
Variety_D,66.9370652453922
Variety_D,66.99496226182121
Variety_D,64.90285271088987
Variety_D,59.35854380779657
Variety_D,70.27051179907119
Variety_D,52.30372990779207
Variety_D,65.06870510806546
Variety_D,76.08389072414471
Variety_D,61.42101400127028
Variety_D,59.18143022798178
Variety_D,70.80412911020302
Variety_D,66.30745408469706
Variety_D,70.96357825645546
Variety_D,65.30798788556218
Variety_D,45.893660393990565
Variety_D,74.4393072834056
Variety_D,81.5602110598262
Variety_D,75.27232805469029
Variety_D,36.68913819944193
Variety_D,68.60870570004452
Variety_D,61.266033515399634
Variety_D,56.32604997110633
Variety_D,65.98185729310619
Variety_D,63.80842164080224
Variety_D,69.06926243423872
Variety_D,65.45264151444363
Variety_D,56.033503144888186
Variety_D,60.387185786056236
Variety_D,59.09633154939987
Variety_D,51.26813458604443
Variety_D,54.02684284836893
Variety_D,63.311450640918444
Variety_D,76.39003260245823
Variety_D,60.71554336240964
Variety_D,58.940553801977686
Variety_D,55.54970554661739
Variety_D,65.24429195996281
Variety_D,74.43407467688101
Variety_D,81.02146213126873
Variety_D,67.2831950137735
Variety_D,66.11994994109148
Variety_D,60.65221514197165
Variety_D,61.98746702807191
Variety_D,70.03340072840562
Variety_D,62.48099734349537
Variety_D,63.701740422660684
Variety_D,64.7972218019966
Variety_D,60.27337511274019
Variety_D,64.40016592737959
Variety_D,48.84475096967358
Variety_D,69.3906870641477
Variety_D,83.81417471177645
Variety_D,60.58365107869547
Variety_D,67.99069716001335
Variety_D,71.81261056196948
Variety_D,75.24172218173969
Variety_D,62.88542809007856
Variety_D,50.57346197049024
Variety_D,67.1378556067901
Variety_D,66.02902952523542
Variety_D,62.23466900259198
Variety_D,63.931903016925276
Variety_D,66.14944356014185
Variety_D,67.8940959368308
Variety_D,67.55847768191934
Variety_D,63.25851472399097
Variety_D,68.0742306798876
Variety_D,62.719753213801106
Variety_D,70.13620401228256
